empty, 0, empty, empty
āb̄c̄ + ab̄c + abc, c + āb̄ + ab, c + āb̄, empty
āb̄c̄ + ab̄c, c + āb̄, c + āb̄, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, c + āb̄, c + āb̄, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc̄, āb̄ + abc̄, āb̄ + abc̄, empty
āb̄c̄ + abc̄ + abc, c + āb̄ + ab, āb̄ + ab, empty
āb̄c̄ + abc̄, āb̄ + ab, āb̄ + ab, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, c + āb̄ + ab, āb̄ + ab, c + āb̄
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄, b̄c̄, empty
āb̄c̄ + ab̄c̄ + abc, b̄c̄ + bc + āb̄, b̄c̄ + bc, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄, b̄c̄, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + ac̄
āb̄c̄ + ab̄c̄ + abc̄ + abc, b̄c̄ + bc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄
āb̄c̄ + ab̄c̄ + abc, b̄c̄ + bc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄
āb̄c̄ + ab̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c, c + b̄, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄ + abc, c + b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄, c + b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + ab̄c, b̄ + ac̄, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc, c + b̄ + a, b̄ + a, c + b̄
āb̄c̄ + ab̄c̄ + ab̄c, c + b̄ + a, b̄, empty
āb̄c̄ + ab̄c̄, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc, c + b̄, c + b̄, empty
āb̄c̄ + ab̄c̄, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c̄ + abc̄ + abc, c + b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄, b̄ + ac̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc, c + b̄ + a, b̄ + a, c + b̄
āb̄c̄ + ab̄c̄, b̄ + a, b̄, empty
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc, b̄c̄ + bc + āb̄, bc + āb̄, b̄c̄ + bc
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + ac̄
āb̄c̄ + abc̄ + abc, b̄c̄ + bc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄ + ab, empty, empty
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc, b̄c̄ + bc + āb̄ + ab, empty, empty
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c̄ + ab̄c, c + b̄, b̄, empty
āb̄c̄ + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c + abc̄ + abc, c + b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c + abc̄, c + b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c + abc, c + b̄ + a, b̄ + a, c + b̄
āb̄c̄ + ab̄c, c + b̄ + a, b̄, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc, c + b̄, c + b̄, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + abc̄ + abc, c + b̄ + a, b̄ + a, empty
āb̄c̄ + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc, c + b̄ + a, b̄ + a, c + b̄
āb̄c̄, b̄, b̄, empty
āb̄c̄ + ābc̄, āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, āc̄ + āb̄ + abc, āc̄ + abc, empty
āb̄c̄ + ābc̄, āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb̄, bc̄ + āb̄, bc̄ + āc̄
āb̄c̄ + ābc̄ + abc̄ + abc, bc̄ + āc̄ + āb̄ + ab, āc̄ + ab, bc̄ + āb̄ + ab
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb̄ + ab, empty, empty
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb̄, āc̄, bc̄ + āb̄
āb̄c̄ + ābc̄ + abc, bc̄ + āc̄ + āb̄ + ab, āc̄ + ab, bc̄ + āb̄ + ab
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb̄, āc̄, bc̄ + āb̄
āb̄c̄ + ābc̄ + ab̄c, b̄c + āc̄ + āb̄, b̄c + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, b̄c + āc̄ + āb̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c + āc̄ + āb̄ + ac, āc̄ + ac, b̄c + āc̄
āb̄c̄ + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + āc̄ + āb̄, b̄c + bc̄ + āb̄, b̄c + bc̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c + bc̄ + āc̄ + āb̄, b̄c + āc̄, b̄c + bc̄ + āb̄
āb̄c̄ + ābc̄ + ab̄c + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c + bc̄ + āc̄ + āb̄ + ac, empty, empty
āb̄c̄ + ābc̄, āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, āc̄ + āb̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb̄, bc̄ + āb̄, bc̄ + āc̄
āb̄c̄ + ābc̄ + abc̄ + abc, bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb̄ + ab, empty, empty
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb̄, āc̄, bc̄ + āb̄
āb̄c̄ + ābc̄ + abc, bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb̄, āc̄, bc̄ + āb̄
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb̄, b̄c̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + āc̄ + āb̄ + abc, b̄c̄ + āc̄ + abc, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb̄, b̄c̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + āb̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + āb̄ + ab, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + āb̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄ + āc̄, b̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄ + āc̄ + ac, b̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + a, c̄ + a, c̄ + b̄
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄ + a, c̄ + a, c̄ + b̄
āb̄c̄ + ābc̄ + ab̄c̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄ + a, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b̄ + a, c̄, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, b̄c̄ + āc̄ + āb̄ + abc, āc̄ + abc, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + āb̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + āb̄ + ab, c̄, empty
āb̄c̄ + ābc̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + āb̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄, c̄ + āb̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c, b̄ + āc̄, b̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, b̄ + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, b̄ + āc̄ + ac, āc̄ + ac, b̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + b̄ + a, c̄ + a, c̄ + b̄
āb̄c̄ + ābc̄ + ab̄c, c̄ + b̄, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + b̄ + a, c̄ + a, c̄ + b̄
āb̄c̄ + ābc̄, b̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, b̄ + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, b̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + b̄, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + b̄ + a, c̄, empty
āb̄c̄ + ābc̄, c̄ + b̄, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + b̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄, c̄ + b̄, c̄, empty
āb̄c̄ + ābc̄ + ābc, ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, bc + ā, bc + ā, empty
āb̄c̄ + ābc̄ + ābc, bc + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, b + ā, b + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, b + ā, b + ā, empty
āb̄c̄ + ābc̄ + ābc, bc̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, b + ā, b + ā, empty
āb̄c̄ + ābc̄ + ābc, b + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, c + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄ + abc, c + b + ā, c + b + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, c + b + ā, c + b + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, b̄c + bc̄ + ā, b̄c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, c + b + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c + b + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc, ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, c + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc, c + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, c + b + ā, b + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c + b + ā, b + ā, empty
āb̄c̄ + ābc̄ + ābc, bc̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, c + b + ā, b + ā, c + ā
āb̄c̄ + ābc̄ + ābc, c + b + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + bc + ā, b̄c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, c̄ + b
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, c̄ + b + ā, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + b + ā, c̄ + ā, c̄ + b
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, c + b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c + b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + b̄ + ā, b̄ + ā, c̄ + ā
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, 1, empty, empty
āb̄c̄ + ābc̄ + ābc, b̄c̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, b̄c̄ + bc + ā, bc + ā, empty
āb̄c̄ + ābc̄ + ābc, b̄c̄ + bc + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, c̄ + b + ā, b + ā, c̄ + b
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + b + ā, empty, empty
āb̄c̄ + ābc̄ + ābc, c̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, c̄ + b + ā, b + ā, c̄ + b
āb̄c̄ + ābc̄ + ābc, c̄ + b + ā, ā, c̄ + b
āb̄c̄ + ābc̄ + ābc + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, c + b̄ + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c + b̄ + ā, b̄ + ā, c + ā
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, 1, empty, empty
āb̄c̄ + ābc̄ + ābc, b̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, c + b̄ + ā, c + ā, empty
āb̄c̄ + ābc̄ + ābc, c + b̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ābc, c̄ + b̄ + ā, ā, empty
āb̄c̄ + ābc̄ + ābc + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ābc, 1, empty, empty
āb̄c̄ + ābc̄, ā, ā, empty
āb̄c̄ + ābc̄ + abc, bc + ā, bc + ā, empty
āb̄c̄ + ābc̄, ā, ā, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + ābc̄ + abc̄ + abc, b + ā, b + ā, empty
āb̄c̄ + ābc̄ + abc̄, b + ā, b + ā, empty
āb̄c̄ + ābc̄, bc̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc, b + ā, b + ā, empty
āb̄c̄ + ābc̄, b + ā, ā, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c + ā, c + ā, empty
āb̄c̄ + ābc̄ + ab̄c, c + ā, c + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, c + b + ā, c + b + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, c + b + ā, c + b + ā, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c + bc̄ + ā, b̄c + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c + b + ā, c + ā, empty
āb̄c̄ + ābc̄ + ab̄c, c + b + ā, c + ā, empty
āb̄c̄ + ābc̄, ā, ā, empty
āb̄c̄ + ābc̄ + abc, c + ā, c + ā, empty
āb̄c̄ + ābc̄, ā, ā, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c + b + ā, b + ā, empty
āb̄c̄ + ābc̄ + abc̄, b + ā, b + ā, empty
āb̄c̄ + ābc̄, bc̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc, c + b + ā, b + ā, c + ā
āb̄c̄ + ābc̄, b + ā, ā, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + ā, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b + ā, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + ā, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + b + ā, c̄ + b, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b + ā, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c + b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, c̄ + b̄
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b̄ + ā, b̄ + ā, c̄
āb̄c̄ + ābc̄ + ab̄c̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄, 1, empty, empty
āb̄c̄ + ābc̄, b̄c̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc, b̄c̄ + bc + ā, bc + ā, empty
āb̄c̄ + ābc̄, b̄c̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + ā, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + b + ā, b + ā, c̄ + b
āb̄c̄ + ābc̄ + abc̄, c̄ + b + ā, b + ā, c̄
āb̄c̄ + ābc̄, c̄ + ā, ā, c̄
āb̄c̄ + ābc̄ + abc, c̄ + b + ā, b + ā, c̄ + b
āb̄c̄ + ābc̄, c̄ + b + ā, ā, c̄
āb̄c̄ + ābc̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c + b̄ + ā, c + ā, empty
āb̄c̄ + ābc̄ + ab̄c, c + b̄ + ā, b̄ + ā, c + ā
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, c̄ + b̄
āb̄c̄ + ābc̄ + ab̄c + abc, 1, empty, empty
āb̄c̄ + ābc̄ + ab̄c, 1, empty, empty
āb̄c̄ + ābc̄, b̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc, c + b̄ + ā, c + ā, empty
āb̄c̄ + ābc̄, b̄ + ā, ā, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + b̄ + ā, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄ + abc̄, 1, empty, empty
āb̄c̄ + ābc̄, c̄ + b̄ + ā, ā, c̄
āb̄c̄ + ābc̄ + abc, 1, empty, empty
āb̄c̄ + ābc̄, 1, empty, empty
āb̄c̄, āc̄ + āb̄, āb̄, āc̄
āb̄c̄ + abc, āc̄ + āb̄ + abc, āb̄ + abc, āc̄ + abc
āb̄c̄, āc̄ + āb̄, āb̄, āc̄
āb̄c̄ + abc̄, bc̄ + āc̄ + āb̄, bc̄ + āb̄, bc̄ + āc̄
āb̄c̄ + abc̄ + abc, bc̄ + āc̄ + āb̄ + ab, āb̄ + ab, āc̄ + ab
āb̄c̄ + abc̄, bc̄ + āc̄ + āb̄ + ab, empty, empty
āb̄c̄, āc̄ + āb̄, āb̄, āc̄
āb̄c̄ + abc, āc̄ + āb̄ + ab, āb̄ + ab, āc̄ + ab
āb̄c̄, āc̄ + āb̄, āb̄, āc̄
āb̄c̄ + ab̄c, b̄c + āc̄ + āb̄, b̄c + āb̄, b̄c + āc̄
āb̄c̄ + ab̄c + abc, b̄c + āc̄ + āb̄ + ac, āb̄ + ac, āc̄ + ac
āb̄c̄ + ab̄c, b̄c + āc̄ + āb̄ + ac, empty, empty
āb̄c̄ + ab̄c + abc̄, b̄c + bc̄ + āc̄ + āb̄, b̄c + bc̄ + āb̄, b̄c + bc̄ + āc̄
āb̄c̄ + ab̄c + abc̄ + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
