empty, 0, empty, empty
āb̄c̄ + āb̄c + ābc + abc̄ + abc, b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄, b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc, ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc, b + ā, ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc, c + ā, c + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c, c + ā, c + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄ + abc, c + b + ā, c + b + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄, c + b + ā, c + b + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc, c + b + ā, c + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c, c + b + ā, c + ā, empty
āb̄c̄ + āb̄c + ābc, b̄c + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, c + ā, c + ā, empty
āb̄c̄ + āb̄c + ābc, c + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc̄, b̄c + bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄ + abc, c + b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄, c + b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc, b̄c + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, c + b + ā, b + ā, c + ā
āb̄c̄ + āb̄c + ābc, c + b + ā, ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, b̄c̄ + bc + ā, b̄c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, c̄ + b + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c, c + b̄ + ā, b̄ + ā, c + b̄
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc, c + b̄ + ā, c + b̄, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, c + b̄ + ā, b̄ + ā, c + b̄
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, c̄ + b̄ + ā, b̄ + ā, c̄ + ā
āb̄c̄ + āb̄c + ābc + ab̄c̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c̄, 1, empty, empty
āb̄c̄ + āb̄c + ābc, b̄c̄ + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, b̄c̄ + bc + ā, bc + ā, empty
āb̄c̄ + āb̄c + ābc, b̄c̄ + bc + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄ + abc, c̄ + b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄, c̄ + b + ā, b + ā, c̄ + ā
āb̄c̄ + āb̄c + ābc, c̄ + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, c̄ + b + ā, b + ā, empty
āb̄c̄ + āb̄c + ābc, c̄ + b + ā, ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc, c + b̄ + ā, c + ā, c + b̄
āb̄c̄ + āb̄c + ābc + ab̄c, c + b̄ + ā, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c̄ + āb̄c + ābc + ab̄c + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + ab̄c, 1, empty, empty
āb̄c̄ + āb̄c + ābc, b̄ + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, c + b̄ + ā, c + ā, c + b̄
āb̄c̄ + āb̄c + ābc, c + b̄ + ā, ā, c + b̄
āb̄c̄ + āb̄c + ābc + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ābc + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ābc, c̄ + b̄ + ā, ā, empty
āb̄c̄ + āb̄c + ābc + abc, 1, empty, empty
āb̄c̄ + āb̄c + ābc, 1, empty, empty
āb̄c̄ + āb̄c, ā, ā, empty
āb̄c̄ + āb̄c + abc, bc + ā, bc + ā, empty
āb̄c̄ + āb̄c, ā, ā, empty
āb̄c̄ + āb̄c + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + āb̄c + abc̄ + abc, b + ā, b + ā, empty
āb̄c̄ + āb̄c + abc̄, b + ā, b + ā, empty
āb̄c̄ + āb̄c, ā, ā, empty
āb̄c̄ + āb̄c + abc, b + ā, b + ā, empty
āb̄c̄ + āb̄c, ā, ā, empty
āb̄c̄ + āb̄c + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + āb̄c + ab̄c + abc, c + ā, c + ā, empty
āb̄c̄ + āb̄c + ab̄c, c + ā, c + ā, empty
āb̄c̄ + āb̄c + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c + abc̄ + abc, c + b + ā, c + b + ā, empty
āb̄c̄ + āb̄c + ab̄c + abc̄, c + b + ā, c + b + ā, empty
āb̄c̄ + āb̄c + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c̄ + āb̄c + ab̄c + abc, c + b + ā, c + ā, empty
āb̄c̄ + āb̄c + ab̄c, c + ā, c + ā, empty
āb̄c̄ + āb̄c, b̄c + ā, ā, empty
āb̄c̄ + āb̄c + abc, c + ā, c + ā, empty
āb̄c̄ + āb̄c, c + ā, ā, empty
āb̄c̄ + āb̄c + abc̄, b̄c + bc̄ + ā, bc̄ + ā, empty
āb̄c̄ + āb̄c + abc̄ + abc, c + b + ā, b + ā, empty
āb̄c̄ + āb̄c + abc̄, c + b + ā, b + ā, empty
āb̄c̄ + āb̄c, b̄c + ā, ā, empty
āb̄c̄ + āb̄c + abc, c + b + ā, b + ā, c + ā
āb̄c̄ + āb̄c, c + ā, ā, empty
āb̄c̄ + āb̄c + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c̄ + āb̄c + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c̄ + āb̄c + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c, b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c, c + b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄, b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc, c + b̄ + ā, c + b̄, empty
āb̄c̄ + āb̄c + ab̄c̄, c + b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, c̄ + b̄
āb̄c̄ + āb̄c + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄ + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄, c̄ + b̄ + ā, b̄, c̄ + ā
āb̄c̄ + āb̄c + ab̄c̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c̄, 1, empty, empty
āb̄c̄ + āb̄c, b̄c̄ + ā, ā, empty
āb̄c̄ + āb̄c + abc, b̄c̄ + bc + ā, bc + ā, empty
āb̄c̄ + āb̄c, b̄c̄ + ā, ā, empty
āb̄c̄ + āb̄c + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c̄ + āb̄c + abc̄ + abc, c̄ + b + ā, b + ā, empty
āb̄c̄ + āb̄c + abc̄, c̄ + b + ā, b + ā, c̄ + ā
āb̄c̄ + āb̄c, c̄ + ā, ā, empty
āb̄c̄ + āb̄c + abc, c̄ + b + ā, b + ā, empty
āb̄c̄ + āb̄c, c̄ + ā, ā, empty
āb̄c̄ + āb̄c + ab̄c, b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c + abc, c + b̄ + ā, c + ā, c + b̄
āb̄c̄ + āb̄c + ab̄c, c + b̄ + ā, b̄, c + ā
āb̄c̄ + āb̄c + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c̄ + āb̄c + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c + abc̄, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c, c̄ + b̄ + ā, b̄, empty
āb̄c̄ + āb̄c + ab̄c + abc, 1, empty, empty
āb̄c̄ + āb̄c + ab̄c, 1, empty, empty
āb̄c̄ + āb̄c, b̄ + ā, ā, b̄
āb̄c̄ + āb̄c + abc, c + b̄ + ā, c + ā, c + b̄
āb̄c̄ + āb̄c, c + b̄ + ā, ā, b̄
āb̄c̄ + āb̄c + abc̄, c̄ + b̄ + ā, c̄ + ā, c̄ + b̄
āb̄c̄ + āb̄c + abc̄ + abc, 1, empty, empty
āb̄c̄ + āb̄c + abc̄, 1, empty, empty
āb̄c̄ + āb̄c, c̄ + b̄ + ā, ā, b̄
āb̄c̄ + āb̄c + abc, 1, empty, empty
āb̄c̄ + āb̄c, 1, empty, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, āb̄ + abc, āb̄ + abc, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc̄, āb̄ + abc̄, āb̄ + abc̄, empty
āb̄c̄ + abc̄ + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c̄ + abc̄, āb̄ + ab, āb̄ + ab, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + ab̄c, b̄c + āb̄, b̄c + āb̄, empty
āb̄c̄ + ab̄c + abc, b̄c + āb̄ + ac, āb̄ + ac, empty
āb̄c̄ + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c + āb̄
āb̄c̄ + ab̄c + abc̄, b̄c + āb̄ + abc̄, b̄c + āb̄ + abc̄, empty
āb̄c̄ + ab̄c + abc̄ + abc, b̄c + āb̄ + ac + ab, āb̄ + ac + ab, b̄c + āb̄ + ab
āb̄c̄ + ab̄c + abc̄, b̄c + āb̄ + ac + ab, āb̄ + ac + ab, b̄c + āb̄ + ab
āb̄c̄ + ab̄c, b̄c + āb̄, b̄c + āb̄, empty
āb̄c̄ + ab̄c + abc, b̄c + āb̄ + ac + ab, āb̄ + ac, b̄c + āb̄ + ab
āb̄c̄ + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c + āb̄
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, āb̄ + ac, āb̄ + ac, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc̄, āb̄ + abc̄, āb̄ + abc̄, empty
āb̄c̄ + abc̄ + abc, āb̄ + ac + ab, āb̄ + ab, empty
āb̄c̄ + abc̄, āb̄ + ab, āb̄ + ab, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, āb̄ + ac + ab, āb̄ + ab, āb̄ + ac
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄, b̄c̄, empty
āb̄c̄ + ab̄c̄ + abc, b̄c̄ + āb̄ + abc, b̄c̄ + abc, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄, b̄c̄, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + ac̄
āb̄c̄ + ab̄c̄ + abc̄ + abc, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ac̄ + ab, b̄c̄ + ab
āb̄c̄ + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄
āb̄c̄ + ab̄c̄ + abc, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ac̄ + ab, b̄c̄ + ab
āb̄c̄ + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄
āb̄c̄ + ab̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c̄ + ab̄c̄ + ab̄c, b̄ + ac, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + ab̄c, b̄ + ac̄, b̄, empty
āb̄c̄ + ab̄c̄ + ab̄c + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + ab̄c, b̄ + a, b̄, empty
āb̄c̄ + ab̄c̄, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc, b̄ + ac, b̄ + ac, empty
āb̄c̄ + ab̄c̄, b̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c̄ + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄ + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄, b̄ + ac̄, b̄, empty
āb̄c̄ + ab̄c̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c̄, b̄ + a, b̄, empty
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc, b̄c̄ + āb̄ + abc, āb̄ + abc, b̄c̄ + abc
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + ac̄
āb̄c̄ + abc̄ + abc, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ab, b̄c̄ + ab
āb̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄ + ab, empty, empty
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + abc, b̄c̄ + āb̄ + ab, āb̄ + ab, b̄c̄ + ab
āb̄c̄, b̄c̄ + āb̄, āb̄, b̄c̄
āb̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c̄ + ab̄c, b̄ + ac, b̄, empty
āb̄c̄ + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + ab̄c + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c, b̄, b̄, empty
āb̄c̄ + ab̄c + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + ab̄c, b̄ + a, b̄, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc, b̄ + ac, b̄ + ac, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c̄ + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄ + abc̄, b̄ + a, b̄ + a, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + abc, b̄ + a, b̄ + a, empty
āb̄c̄, b̄, b̄, empty
āb̄c̄ + ābc, āc + āb̄, āc + āb̄, empty
āb̄c̄ + ābc + abc, bc + āc + āb̄, bc + āb̄, empty
āb̄c̄ + ābc, bc + āc + āb̄, āc + āb̄, bc + āb̄
āb̄c̄ + ābc + abc̄, āc + āb̄ + abc̄, āc + āb̄ + abc̄, empty
āb̄c̄ + ābc + abc̄ + abc, bc + āc + āb̄ + ab, āc + āb̄ + ab, bc + āb̄ + ab
āb̄c̄ + ābc + abc̄, bc + āc + āb̄ + ab, āc + āb̄ + ab, bc + āb̄ + ab
āb̄c̄ + ābc, āc + āb̄, āc + āb̄, empty
āb̄c̄ + ābc + abc, bc + āc + āb̄ + ab, āc + āb̄ + ab, bc + āb̄
āb̄c̄ + ābc, bc + āc + āb̄, āc + āb̄, bc + āb̄
āb̄c̄ + ābc + ab̄c, b̄c + āc + āb̄, b̄c + āc + āb̄, empty
āb̄c̄ + ābc + ab̄c + abc, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc + ab̄c, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc + ab̄c + abc̄, b̄c + āc + āb̄ + abc̄, b̄c + āc + āb̄ + abc̄, empty
āb̄c̄ + ābc + ab̄c + abc̄ + abc, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ābc + ab̄c + abc̄, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ābc + ab̄c, b̄c + āc + āb̄, b̄c + āc + āb̄, empty
āb̄c̄ + ābc + ab̄c + abc, c + āb̄ + ab, c + āb̄, empty
āb̄c̄ + ābc + ab̄c, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc, āc + āb̄, āc + āb̄, empty
āb̄c̄ + ābc + abc, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc + abc̄, āc + āb̄ + abc̄, āc + āb̄ + abc̄, empty
āb̄c̄ + ābc + abc̄ + abc, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ābc + abc̄, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ābc, āc + āb̄, āc + āb̄, empty
āb̄c̄ + ābc + abc, c + āb̄ + ab, c + āb̄, empty
āb̄c̄ + ābc, c + āb̄, c + āb̄, empty
āb̄c̄ + ābc + ab̄c̄, b̄c̄ + āc + āb̄, b̄c̄ + āc, empty
āb̄c̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄, b̄c̄ + bc, empty
āb̄c̄ + ābc + ab̄c̄, b̄c̄ + bc + āc + āb̄, b̄c̄ + āc, b̄c̄ + bc
āb̄c̄ + ābc + ab̄c̄ + abc̄, b̄c̄ + āc + āb̄ + ac̄, āc + āb̄ + ac̄, b̄c̄ + āc + ac̄
āb̄c̄ + ābc + ab̄c̄ + abc̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ābc + ab̄c̄ + abc̄, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ābc + ab̄c̄, b̄c̄ + āc + āb̄ + ac̄, āc + āb̄ + ac̄, b̄c̄ + āc
āb̄c̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ābc + ab̄c̄, b̄c̄ + bc + āc + āb̄ + ac̄, empty, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c + abc̄ + abc, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c + abc̄, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c, b̄ + āc + ac̄, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c + abc, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄ + ab̄c, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c̄ + abc, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄ + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c̄ + ābc + ab̄c̄ + abc̄ + abc, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c̄ + abc̄, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c̄, b̄ + āc + ac̄, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c̄ + abc, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc + ab̄c̄, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc, b̄c̄ + āc + āb̄, āc + āb̄, b̄c̄ + āc
āb̄c̄ + ābc + abc, b̄c̄ + bc + āc + āb̄, bc + āb̄, b̄c̄ + bc
āb̄c̄ + ābc, b̄c̄ + bc + āc + āb̄, empty, empty
āb̄c̄ + ābc + abc̄, b̄c̄ + āc + āb̄ + ac̄, āc + āb̄ + ac̄, b̄c̄ + āc + ac̄
āb̄c̄ + ābc + abc̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ābc + abc̄, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c̄ + ābc, b̄c̄ + āc + āb̄, āc + āb̄, b̄c̄ + āc
āb̄c̄ + ābc + abc, b̄c̄ + bc + āc + āb̄ + ab, empty, empty
āb̄c̄ + ābc, b̄c̄ + bc + āc + āb̄, empty, empty
āb̄c̄ + ābc + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c, c + b̄, c + b̄, empty
āb̄c̄ + ābc + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c̄ + ābc + ab̄c + abc̄ + abc, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c + abc̄, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + ab̄c + abc, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc + ab̄c, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + abc, c + b̄, c + b̄, empty
āb̄c̄ + ābc, c + b̄, c + b̄, empty
āb̄c̄ + ābc + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c̄ + ābc + abc̄ + abc, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc + abc̄, c + b̄ + a, c + b̄ + a, empty
āb̄c̄ + ābc, b̄ + āc, b̄ + āc, empty
āb̄c̄ + ābc + abc, c + b̄ + a, c + b̄, empty
āb̄c̄ + ābc, c + b̄, c + b̄, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, bc + āb̄, bc + āb̄, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc̄, āb̄ + abc̄, āb̄ + abc̄, empty
āb̄c̄ + abc̄ + abc, bc + āb̄ + ab, āb̄ + ab, empty
āb̄c̄ + abc̄, āb̄ + ab, āb̄ + ab, empty
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + abc, bc + āb̄ + ab, āb̄ + ab, bc + āb̄
āb̄c̄, āb̄, āb̄, empty
āb̄c̄ + ab̄c, b̄c + āb̄, b̄c + āb̄, empty
āb̄c̄ + ab̄c + abc, c + āb̄, c + āb̄, empty
āb̄c̄ + ab̄c, c + āb̄, c + āb̄, empty
āb̄c̄ + ab̄c + abc̄, b̄c + āb̄ + abc̄, b̄c + āb̄ + abc̄, empty
āb̄c̄ + ab̄c + abc̄ + abc, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ab̄c + abc̄, c + āb̄ + ab, c + āb̄ + ab, empty
āb̄c̄ + ab̄c, b̄c + āb̄, b̄c + āb̄, empty
