empty, 0, empty, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d + abcd̄, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d, ac̄d + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abc̄d, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄, ac̄d + ab̄d + ab̄c + abc̄, ab̄d + abc̄, ac̄d + ab̄c + abc̄
ab̄c̄d + ab̄cd + abc̄d̄ + abcd, ad + ab̄c + abc̄, ad + abc̄, empty
ab̄c̄d + ab̄cd + abc̄d̄, ad + ab̄c + abc̄, ad + abc̄, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abcd̄, ac̄d + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abcd̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abcd̄, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄, ac̄d + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd + abc̄d̄, ad + ac + ab, ad + ab, empty
ab̄c̄d + ab̄cd, ab̄d + ab̄c, ab̄d, empty
ab̄c̄d + ab̄cd + abcd, acd + ab̄d + ab̄c, acd + ab̄d, empty
ab̄c̄d + ab̄cd, acd + ab̄d + ab̄c, ab̄d, empty
ab̄c̄d + ab̄cd + abcd̄, acd̄ + ab̄d + ab̄c + abd̄, ab̄d + abd̄, acd̄ + ab̄d
ab̄c̄d + ab̄cd + abcd̄ + abcd, ac + ab̄d + abd̄, ac + ab̄d, empty
ab̄c̄d + ab̄cd + abcd̄, ac + ab̄d + abd̄, ab̄d + abd̄, ac + ab̄d
ab̄c̄d + ab̄cd, ab̄d + ab̄c, ab̄d, empty
ab̄c̄d + ab̄cd + abcd, ac + ab̄d, ac + ab̄d, empty
ab̄c̄d + ab̄cd, ac + ab̄d, ab̄d, empty
ab̄c̄d + ab̄cd + abc̄d, ac̄d + ab̄d + ab̄c + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d + abcd, ad + ab̄c + abc̄, ad, empty
ab̄c̄d + ab̄cd + abc̄d, ad + ab̄c + abc̄, ad, empty
ab̄c̄d + ab̄cd + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d + abcd̄ + abcd, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + ab̄cd + abc̄d + abcd̄, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + ab̄cd + abc̄d, ac̄d + ab̄d + ab̄c + abc̄, empty, empty
ab̄c̄d + ab̄cd + abc̄d + abcd, ad + ac + ab, ad, empty
ab̄c̄d + ab̄cd + abc̄d, ad + ac + ab, ad, empty
ab̄c̄d + ab̄cd, ac̄d + ab̄d + ab̄c, ab̄d, ac̄d + ab̄c
ab̄c̄d + ab̄cd + abcd, ad + ab̄c, ad, empty
ab̄c̄d + ab̄cd, ad + ab̄c, ad, empty
ab̄c̄d + ab̄cd + abcd̄, ac̄d + acd̄ + ab̄d + ab̄c + abd̄, empty, empty
ab̄c̄d + ab̄cd + abcd̄ + abcd, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + ab̄cd + abcd̄, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + ab̄cd, ac̄d + ab̄d + ab̄c, ab̄d, ac̄d + ab̄c
ab̄c̄d + ab̄cd + abcd, ad + ac + ab, ad, empty
ab̄c̄d + ab̄cd, ad + ac, ad, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd, acd + ab̄d, acd + ab̄d, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd̄, acd̄ + ab̄d, acd̄ + ab̄d, empty
ab̄c̄d + abcd̄ + abcd, ac + ab̄d, ac + ab̄d, empty
ab̄c̄d + abcd̄, ac + ab̄d, ac + ab̄d, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd, ac + ab̄d, ac + ab̄d, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abc̄d, ac̄d + ab̄d, ac̄d, empty
ab̄c̄d + abc̄d + abcd, ad, ad, empty
ab̄c̄d + abc̄d, ad, ad, empty
ab̄c̄d + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d, ac̄d + acd̄, empty
ab̄c̄d + abc̄d + abcd̄ + abcd, ad + ac, ad + ac, empty
ab̄c̄d + abc̄d + abcd̄, ad + ac, ad + ac, empty
ab̄c̄d + abc̄d, ac̄d + ab̄d, ac̄d, empty
ab̄c̄d + abc̄d + abcd, ad + ac, ad, empty
ab̄c̄d + abc̄d, ad, ad, empty
ab̄c̄d, ac̄d + ab̄d, ab̄d, ac̄d
ab̄c̄d + abcd, ad, ad, empty
ab̄c̄d, ad, ad, empty
ab̄c̄d + abcd̄, ac̄d + acd̄ + ab̄d, acd̄ + ab̄d, ac̄d + acd̄
ab̄c̄d + abcd̄ + abcd, ad + ac, ad + ac, empty
ab̄c̄d + abcd̄, ad + ac, ad + ac, empty
ab̄c̄d, ac̄d + ab̄d, ab̄d, ac̄d
ab̄c̄d + abcd, ad + ac, ad, empty
ab̄c̄d, ad, ad, empty
ab̄c̄d + abc̄d̄, ab̄d + abc̄d̄, ab̄d + abc̄d̄, empty
ab̄c̄d + abc̄d̄ + abcd, acd + ab̄d + abc̄d̄, acd + ab̄d + abc̄d̄, empty
ab̄c̄d + abc̄d̄, ab̄d + abc̄d̄, ab̄d + abc̄d̄, empty
ab̄c̄d + abc̄d̄ + abcd̄, acd̄ + ab̄d + abd̄, ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄ + abcd̄ + abcd, ac + ab̄d + abd̄, ac + ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄ + abcd̄, ac + ab̄d + abd̄, ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄ + abcd, ac + ab̄d + abd̄, ac + ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄c̄d + abc̄d̄ + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d + abc̄
ab̄c̄d + abc̄d̄ + abc̄d + abcd, ad + abc̄, ad + abc̄, empty
ab̄c̄d + abc̄d̄ + abc̄d, ad + abc̄, ad + abc̄, empty
ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d + abd̄ + abc̄, empty, empty
ab̄c̄d + abc̄d̄ + abc̄d + abcd̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄ + abc̄d, ac̄d + ab̄d + abd̄ + abc̄, empty, empty
ab̄c̄d + abc̄d̄ + abc̄d + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄ + abc̄d, ad + ab, ad + ab, empty
ab̄c̄d + abc̄d̄, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d + abc̄
ab̄c̄d + abc̄d̄ + abcd, ad + abc̄, ad + abc̄, empty
ab̄c̄d + abc̄d̄, ad + abc̄, ad + abc̄, empty
ab̄c̄d + abc̄d̄ + abcd̄, ac̄d + acd̄ + ab̄d + abd̄ + abc̄, empty, empty
ab̄c̄d + abc̄d̄ + abcd̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄ + abcd̄, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄, ac̄d + ab̄d + abd̄ + abc̄, empty, empty
ab̄c̄d + abc̄d̄ + abcd, ad + ac + ab, ad + ab, empty
ab̄c̄d + abc̄d̄, ad + ab, ad + ab, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd, acd + ab̄d, acd + ab̄d, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd̄, acd̄ + ab̄d + abd̄, ab̄d + abd̄, acd̄ + ab̄d
ab̄c̄d + abcd̄ + abcd, ac + ab̄d + abd̄, ac + ab̄d, empty
ab̄c̄d + abcd̄, ac + ab̄d + abd̄, ab̄d + abd̄, ac + ab̄d
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abcd, ac + ab̄d, ac + ab̄d, empty
ab̄c̄d, ab̄d, ab̄d, empty
ab̄c̄d + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d
ab̄c̄d + abc̄d + abcd, ad + abc̄, ad, empty
ab̄c̄d + abc̄d, ad + abc̄, ad, empty
ab̄c̄d + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d + abd̄ + abc̄, empty, empty
ab̄c̄d + abc̄d + abcd̄ + abcd, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + abc̄d + abcd̄, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d
ab̄c̄d + abc̄d + abcd, ad + ac + ab, ad, empty
ab̄c̄d + abc̄d, ad + ab, ad, empty
ab̄c̄d, ac̄d + ab̄d, ab̄d, ac̄d
ab̄c̄d + abcd, ad, ad, empty
ab̄c̄d, ad, ad, empty
ab̄c̄d + abcd̄, ac̄d + acd̄ + ab̄d + abd̄, empty, empty
ab̄c̄d + abcd̄ + abcd, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d + abcd̄, ad + ac + ab, ad + ab, ad + ac
ab̄c̄d, ac̄d + ab̄d, ab̄d, ac̄d
ab̄c̄d + abcd, ad + ac + ab, ad, empty
ab̄c̄d, ad, ad, empty
empty, empty, empty, empty
abcd, abcd, abcd, empty
empty, empty, empty, empty
abcd̄, abcd̄, abcd̄, empty
abcd̄ + abcd, abc, abc, empty
abcd̄, abc, abc, empty
empty, empty, empty, empty
abcd, abc, abc, empty
empty, empty, empty, empty
abc̄d, ac̄d, ac̄d, empty
abc̄d + abcd, ac̄d + abd, abd, empty
abc̄d, ac̄d + abd, abd, ac̄d
abc̄d + abcd̄, ac̄d + abcd̄, ac̄d + abcd̄, empty
abc̄d + abcd̄ + abcd, ac̄d + abd + abc, abd + abc, ac̄d + abc
abc̄d + abcd̄, ac̄d + abd + abc, abd + abc, ac̄d + abc
abc̄d, ac̄d, ac̄d, empty
abc̄d + abcd, ac̄d + abd + abc, abd, ac̄d + abc
abc̄d, ac̄d + abd, abd, ac̄d
empty, empty, empty, empty
abcd, abd, abd, empty
empty, empty, empty, empty
abcd̄, abcd̄, abcd̄, empty
abcd̄ + abcd, abd + abc, abc, empty
abcd̄, abc, abc, empty
empty, empty, empty, empty
abcd, abd + abc, abc, abd
empty, empty, empty, empty
abc̄d̄, abc̄d̄, abc̄d̄, empty
abc̄d̄ + abcd, abc̄d̄ + abcd, abc̄d̄ + abcd, empty
abc̄d̄, abc̄d̄, abc̄d̄, empty
abc̄d̄ + abcd̄, abd̄, abd̄, empty
abc̄d̄ + abcd̄ + abcd, abd̄ + abc, abd̄ + abc, empty
abc̄d̄ + abcd̄, abd̄ + abc, abd̄, empty
abc̄d̄, abd̄, abd̄, empty
abc̄d̄ + abcd, abd̄ + abc, abd̄ + abc, empty
abc̄d̄, abd̄, abd̄, empty
abc̄d̄ + abc̄d, ac̄d + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ac̄d + abd + abc̄, abd + abc̄, empty
abc̄d̄ + abc̄d, ac̄d + abd + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd̄, ac̄d + abd̄ + abc̄, abd̄ + abc̄, ac̄d + abd̄
abc̄d̄ + abc̄d + abcd̄ + abcd, ac̄d + ab, ab, empty
abc̄d̄ + abc̄d + abcd̄, ac̄d + ab, ab, empty
abc̄d̄ + abc̄d, ac̄d + abd̄ + abc̄, abc̄, ac̄d + abd̄
abc̄d̄ + abc̄d + abcd, ac̄d + ab, ab, empty
abc̄d̄ + abc̄d, ac̄d + ab, ab, empty
abc̄d̄, abc̄, abc̄, empty
abc̄d̄ + abcd, abd + abc̄, abd + abc̄, empty
abc̄d̄, abc̄, abc̄, empty
abc̄d̄ + abcd̄, abd̄ + abc̄, abd̄, empty
abc̄d̄ + abcd̄ + abcd, ab, ab, empty
abc̄d̄ + abcd̄, ab, ab, empty
abc̄d̄, abd̄ + abc̄, abc̄, abd̄
abc̄d̄ + abcd, ab, ab, empty
abc̄d̄, ab, ab, empty
empty, empty, empty, empty
abcd, abcd, abcd, empty
empty, empty, empty, empty
abcd̄, abd̄, abd̄, empty
abcd̄ + abcd, abd̄ + abc, abc, empty
abcd̄, abd̄ + abc, abc, abd̄
empty, empty, empty, empty
abcd, abc, abc, empty
empty, empty, empty, empty
abc̄d, ac̄d + abc̄, abc̄, ac̄d
abc̄d + abcd, ac̄d + abd + abc̄, abd, empty
abc̄d, ac̄d + abd + abc̄, empty, empty
abc̄d + abcd̄, ac̄d + abd̄ + abc̄, abd̄ + abc̄, ac̄d + abd̄
abc̄d + abcd̄ + abcd, ac̄d + ab, ab, empty
abc̄d + abcd̄, ac̄d + ab, ab, empty
abc̄d, ac̄d + abc̄, abc̄, ac̄d
abc̄d + abcd, ac̄d + ab, ab, empty
abc̄d, ac̄d + ab, ab, ac̄d
empty, empty, empty, empty
abcd, abd, abd, empty
empty, empty, empty, empty
abcd̄, abd̄, abd̄, empty
abcd̄ + abcd, ab, ab, empty
abcd̄, ab, ab, empty
empty, empty, empty, empty
abcd, ab, ab, empty
empty, empty, empty, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, acd + ab̄d, acd, empty
ab̄cd, acd + ab̄d, ab̄d, acd
ab̄cd + abcd̄, ab̄d + abcd̄, ab̄d + abcd̄, empty
ab̄cd + abcd̄ + abcd, acd + ab̄d + abc, ab̄d + abc, acd + abc
ab̄cd + abcd̄, acd + ab̄d + abc, ab̄d + abc, acd + abc
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, acd + ab̄d + abc, ab̄d + abc, acd
ab̄cd, acd + ab̄d, ab̄d, acd
ab̄cd + abc̄d, ac̄d + ab̄d, ac̄d + ab̄d, empty
ab̄cd + abc̄d + abcd, ad, ad, empty
ab̄cd + abc̄d, ad, ad, empty
ab̄cd + abc̄d + abcd̄, ac̄d + ab̄d + abcd̄, ac̄d + ab̄d + abcd̄, empty
ab̄cd + abc̄d + abcd̄ + abcd, ad + abc, ad + abc, empty
ab̄cd + abc̄d + abcd̄, ad + abc, ad + abc, empty
ab̄cd + abc̄d, ac̄d + ab̄d, ac̄d + ab̄d, empty
ab̄cd + abc̄d + abcd, ad + abc, ad, empty
ab̄cd + abc̄d, ad, ad, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, ad, ad, empty
ab̄cd, ad, ad, empty
ab̄cd + abcd̄, ab̄d + abcd̄, ab̄d + abcd̄, empty
ab̄cd + abcd̄ + abcd, ad + abc, ad + abc, empty
ab̄cd + abcd̄, ad + abc, ad + abc, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, ad + abc, ad, empty
ab̄cd, ad, ad, empty
ab̄cd + abc̄d̄, ab̄d + abc̄d̄, ab̄d + abc̄d̄, empty
ab̄cd + abc̄d̄ + abcd, acd + ab̄d + abc̄d̄, acd + abc̄d̄, empty
ab̄cd + abc̄d̄, acd + ab̄d + abc̄d̄, ab̄d + abc̄d̄, acd + abc̄d̄
ab̄cd + abc̄d̄ + abcd̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄cd + abc̄d̄ + abcd̄ + abcd, acd + ab̄d + abd̄ + abc, ab̄d + abd̄ + abc, acd + abd̄
ab̄cd + abc̄d̄ + abcd̄, acd + ab̄d + abd̄ + abc, ab̄d + abd̄, acd + abd̄
ab̄cd + abc̄d̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄cd + abc̄d̄ + abcd, acd + ab̄d + abd̄ + abc, ab̄d + abd̄ + abc, acd + abd̄
ab̄cd + abc̄d̄, acd + ab̄d + abd̄, ab̄d + abd̄, acd + abd̄
ab̄cd + abc̄d̄ + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d + abcd, ad + abc̄, ad + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d, ad + abc̄, ad + abc̄, empty
ab̄cd + abc̄d̄ + abc̄d + abcd̄, ac̄d + ab̄d + abd̄ + abc̄, ab̄d + abd̄ + abc̄, ac̄d + ab̄d + abd̄
ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄ + abc̄d + abcd̄, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄ + abc̄d, ac̄d + ab̄d + abd̄ + abc̄, ab̄d + abc̄, ac̄d + ab̄d + abd̄
ab̄cd + abc̄d̄ + abc̄d + abcd, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄ + abc̄d, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄, ab̄d + abc̄, ab̄d + abc̄, empty
ab̄cd + abc̄d̄ + abcd, ad + abc̄, ad + abc̄, empty
ab̄cd + abc̄d̄, ad + abc̄, ad + abc̄, empty
ab̄cd + abc̄d̄ + abcd̄, ab̄d + abd̄ + abc̄, ab̄d + abd̄, empty
ab̄cd + abc̄d̄ + abcd̄ + abcd, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄ + abcd̄, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄, ab̄d + abd̄ + abc̄, ab̄d + abc̄, ab̄d + abd̄
ab̄cd + abc̄d̄ + abcd, ad + ab, ad + ab, empty
ab̄cd + abc̄d̄, ad + ab, ad + ab, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, acd + ab̄d, acd, empty
ab̄cd, acd + ab̄d, ab̄d, acd
ab̄cd + abcd̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄cd + abcd̄ + abcd, acd + ab̄d + abd̄ + abc, empty, empty
ab̄cd + abcd̄, acd + ab̄d + abd̄ + abc, empty, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, acd + ab̄d + abc, ab̄d + abc, acd
ab̄cd, acd + ab̄d, ab̄d, acd
ab̄cd + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d + ab̄d
ab̄cd + abc̄d + abcd, ad + abc̄, ad, empty
ab̄cd + abc̄d, ad + abc̄, ad, empty
ab̄cd + abc̄d + abcd̄, ac̄d + ab̄d + abd̄ + abc̄, ab̄d + abd̄ + abc̄, ac̄d + ab̄d + abd̄
ab̄cd + abc̄d + abcd̄ + abcd, ad + ab, ad + ab, empty
ab̄cd + abc̄d + abcd̄, ad + ab, ad + ab, empty
ab̄cd + abc̄d, ac̄d + ab̄d + abc̄, ab̄d + abc̄, ac̄d + ab̄d
ab̄cd + abc̄d + abcd, ad + ab, ad, empty
ab̄cd + abc̄d, ad + ab, ad, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, ad, ad, empty
ab̄cd, ad, ad, empty
ab̄cd + abcd̄, ab̄d + abd̄, ab̄d + abd̄, empty
ab̄cd + abcd̄ + abcd, ad + ab, ad + ab, empty
ab̄cd + abcd̄, ad + ab, ad + ab, empty
ab̄cd, ab̄d, ab̄d, empty
ab̄cd + abcd, ad + ab, ad, empty
ab̄cd, ad, ad, empty
empty, empty, empty, empty
abcd, acd, acd, empty
empty, empty, empty, empty
abcd̄, abcd̄, abcd̄, empty
abcd̄ + abcd, acd + abc, abc, empty
abcd̄, abc, abc, empty
empty, empty, empty, empty
abcd, acd + abc, abc, acd
empty, empty, empty, empty
abc̄d, ac̄d, ac̄d, empty
abc̄d + abcd, ad, ad, empty
abc̄d, ad, ad, empty
abc̄d + abcd̄, ac̄d + abcd̄, ac̄d + abcd̄, empty
abc̄d + abcd̄ + abcd, ad + abc, ad + abc, empty
abc̄d + abcd̄, ad + abc, ad + abc, empty
abc̄d, ac̄d, ac̄d, empty
abc̄d + abcd, ad + abc, ad, empty
abc̄d, ad, ad, empty
empty, empty, empty, empty
abcd, ad, ad, empty
empty, empty, empty, empty
abcd̄, abcd̄, abcd̄, empty
abcd̄ + abcd, ad + abc, abc, empty
abcd̄, abc, abc, empty
empty, empty, empty, empty
abcd, ad + abc, abc, ad
empty, empty, empty, empty
abc̄d̄, abc̄d̄, abc̄d̄, empty
abc̄d̄ + abcd, acd + abc̄d̄, acd + abc̄d̄, empty
abc̄d̄, abc̄d̄, abc̄d̄, empty
abc̄d̄ + abcd̄, abd̄, abd̄, empty
abc̄d̄ + abcd̄ + abcd, acd + abd̄ + abc, abd̄ + abc, acd + abd̄
abc̄d̄ + abcd̄, abd̄ + abc, abd̄, empty
abc̄d̄, abd̄, abd̄, empty
abc̄d̄ + abcd, acd + abd̄ + abc, abd̄ + abc, acd + abd̄
abc̄d̄, abd̄, abd̄, empty
abc̄d̄ + abc̄d, ac̄d + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd, ad + abc̄, ad + abc̄, empty
abc̄d̄ + abc̄d, ad + abc̄, abc̄, empty
abc̄d̄ + abc̄d + abcd̄, ac̄d + abd̄ + abc̄, abd̄ + abc̄, ac̄d + abd̄
abc̄d̄ + abc̄d + abcd̄ + abcd, ad + ab, ab, empty
abc̄d̄ + abc̄d + abcd̄, ad + ab, ab, empty
abc̄d̄ + abc̄d, ac̄d + abd̄ + abc̄, abc̄, ac̄d + abd̄
abc̄d̄ + abc̄d + abcd, ad + ab, ab, empty
abc̄d̄ + abc̄d, ad + ab, ab, empty
abc̄d̄, abc̄, abc̄, empty
abc̄d̄ + abcd, ad + abc̄, ad + abc̄, empty
abc̄d̄, abc̄, abc̄, empty
abc̄d̄ + abcd̄, abd̄ + abc̄, abd̄, empty
abc̄d̄ + abcd̄ + abcd, ad + ab, ab, empty
abc̄d̄ + abcd̄, ab, ab, empty
abc̄d̄, abd̄ + abc̄, abc̄, abd̄
abc̄d̄ + abcd, ad + ab, ab, empty
abc̄d̄, ab, ab, empty
empty, empty, empty, empty
abcd, acd, acd, empty
empty, empty, empty, empty
abcd̄, abd̄, abd̄, empty
abcd̄ + abcd, acd + abd̄ + abc, abc, acd + abd̄
abcd̄, abd̄ + abc, abc, abd̄
empty, empty, empty, empty
abcd, acd + abc, abc, acd
empty, empty, empty, empty
abc̄d, ac̄d + abc̄, abc̄, ac̄d
abc̄d + abcd, ad + abc̄, ad, empty
abc̄d, ad + abc̄, abc̄, ad
abc̄d + abcd̄, ac̄d + abd̄ + abc̄, abd̄ + abc̄, ac̄d + abd̄
abc̄d + abcd̄ + abcd, ad + ab, ab, empty
abc̄d + abcd̄, ad + ab, ab, empty
abc̄d, ac̄d + abc̄, abc̄, ac̄d
abc̄d + abcd, ad + ab, ab, ad
abc̄d, ad + ab, ab, ad
empty, empty, empty, empty
abcd, ad, ad, empty
empty, empty, empty, empty
abcd̄, abd̄, abd̄, empty
abcd̄ + abcd, ad + ab, ab, empty
abcd̄, ab, ab, empty
empty, empty, empty, empty
abcd, ad + ab, ab, ad
empty, empty, empty, empty
ab̄cd̄, ab̄cd̄, ab̄cd̄, empty
ab̄cd̄ + abcd, ab̄cd̄ + abcd, ab̄cd̄ + abcd, empty
ab̄cd̄, ab̄cd̄, ab̄cd̄, empty
ab̄cd̄ + abcd̄, acd̄, acd̄, empty
ab̄cd̄ + abcd̄ + abcd, acd̄ + abc, acd̄ + abc, empty
ab̄cd̄ + abcd̄, acd̄ + abc, acd̄, empty
ab̄cd̄, acd̄, acd̄, empty
ab̄cd̄ + abcd, acd̄ + abc, acd̄ + abc, empty
ab̄cd̄, acd̄, acd̄, empty
ab̄cd̄ + abc̄d, ac̄d + ab̄cd̄, ac̄d + ab̄cd̄, empty
ab̄cd̄ + abc̄d + abcd, ac̄d + ab̄cd̄ + abd, ab̄cd̄ + abd, empty
ab̄cd̄ + abc̄d, ac̄d + ab̄cd̄ + abd, ab̄cd̄ + abd, ac̄d + ab̄cd̄
ab̄cd̄ + abc̄d + abcd̄, ac̄d + acd̄, ac̄d + acd̄, empty
ab̄cd̄ + abc̄d + abcd̄ + abcd, ac̄d + acd̄ + abd + abc, acd̄ + abd, ac̄d + acd̄ + abc
ab̄cd̄ + abc̄d + abcd̄, ac̄d + acd̄ + abd + abc, acd̄ + abd, ac̄d + acd̄
ab̄cd̄ + abc̄d, ac̄d + acd̄, ac̄d + acd̄, empty
ab̄cd̄ + abc̄d + abcd, ac̄d + acd̄ + abd + abc, acd̄ + abd, ac̄d + acd̄ + abc
ab̄cd̄ + abc̄d, ac̄d + acd̄ + abd, acd̄ + abd, ac̄d + acd̄
ab̄cd̄, ab̄cd̄, ab̄cd̄, empty
ab̄cd̄ + abcd, ab̄cd̄ + abd, ab̄cd̄ + abd, empty
ab̄cd̄, ab̄cd̄, ab̄cd̄, empty
ab̄cd̄ + abcd̄, acd̄, acd̄, empty
ab̄cd̄ + abcd̄ + abcd, acd̄ + abd + abc, acd̄ + abc, acd̄ + abd
ab̄cd̄ + abcd̄, acd̄ + abc, acd̄, empty
ab̄cd̄, acd̄, acd̄, empty
ab̄cd̄ + abcd, acd̄ + abd + abc, acd̄ + abc, acd̄ + abd
ab̄cd̄, acd̄, acd̄, empty
ab̄cd̄ + abc̄d̄, ab̄cd̄ + abc̄d̄, ab̄cd̄ + abc̄d̄, empty
ab̄cd̄ + abc̄d̄ + abcd, ab̄cd̄ + abc̄d̄ + abcd, ab̄cd̄ + abc̄d̄ + abcd, empty
ab̄cd̄ + abc̄d̄, ab̄cd̄ + abc̄d̄, ab̄cd̄ + abc̄d̄, empty
ab̄cd̄ + abc̄d̄ + abcd̄, acd̄ + abd̄, acd̄ + abd̄, empty
ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, acd̄ + abd̄ + abc, acd̄ + abd̄ + abc, empty
ab̄cd̄ + abc̄d̄ + abcd̄, acd̄ + abd̄ + abc, acd̄ + abd̄, empty
ab̄cd̄ + abc̄d̄, acd̄ + abd̄, acd̄ + abd̄, empty
ab̄cd̄ + abc̄d̄ + abcd, acd̄ + abd̄ + abc, acd̄ + abd̄ + abc, empty
ab̄cd̄ + abc̄d̄, acd̄ + abd̄, acd̄ + abd̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d, ac̄d + ab̄cd̄ + abc̄, ab̄cd̄ + abc̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d + abcd, ac̄d + ab̄cd̄ + abd + abc̄, ab̄cd̄ + abd + abc̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d, ac̄d + ab̄cd̄ + abd + abc̄, ab̄cd̄ + abc̄, empty
ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, ac̄d + acd̄ + abd̄ + abc̄, acd̄ + abc̄, ac̄d + acd̄ + abd̄
ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, ac̄d + acd̄ + ab, acd̄ + ab, empty
